"Reporting starts","Reporting ends","Campaign name","Campaign delivery",Results,"Result indicator","Cost per results","Ad set budget","Ad set budget type","Amount spent (INR)",Impressions,Reach,Ends,"Attribution setting","CPM (cost per 1,000 impressions) (INR)","Cost per ThruPlay (INR)",ThruPlays,"Instagram follows","Video plays at 75%","Video plays","Video plays at 50%","Video plays at 100%","Unique CTR (all)"
2026-07-05,2026-07-05,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-05,2026-07-05,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Red Anarkali Engagement campaign",inactive,9473,video_thruplay_watched_actions,0.03321229,300,Daily,314.62,53637,53248,Ongoing,"7-day click or 1-day view",5.865727,0.033212,9473,0,4151,52764,10514,2048,0.366211
2026-07-05,2026-07-05,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Lehenga post from Insta",inactive,5090,video_thruplay_watched_actions,0.0636169,"Using ad set budget",0,323.81,23482,22885,Ongoing,"7-day click or 1-day view",13.789711,0.063617,5090,0,4095,23268,6725,1917,0.598645
2026-07-05,2026-07-05,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-05,2026-07-05,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-05,2026-07-05,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-04,2026-07-04,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Engagement campaign Janviaika Reels",active,4472,video_thruplay_watched_actions,0.05504696,"Using ad set budget",0,246.17,30963,30229,Ongoing,"7-day click or 1-day view",7.950457,0.055047,4472,0,2044,29931,4148,723,0.403586
2026-07-04,2026-07-04,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Hot Campaign for Website Visitors",active,3,actions:offsite_conversion.fb_pixel_purchase,209.16,500,Daily,627.48,3184,2264,Ongoing,"7-day click, 1-day view or 1-day engaged view",197.072864,89.64,7,0,12,66,21,7,6.978799
2026-07-04,2026-07-04,JanviAika_Shopping_Ad_Campaign,active,2,actions:offsite_conversion.fb_pixel_purchase,662.83,"Using ad set budget",0,1325.66,8339,6147,Ongoing,"7-day click, 1-day view or 1-day engaged view",158.9711,5.641106,235,2,301,1238,442,237,4.912966
2026-07-04,2026-07-04,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-04,2026-07-04,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Red Anarkali Engagement campaign",inactive,12144,video_thruplay_watched_actions,0.03514822,300,Daily,426.84,71523,69842,Ongoing,"7-day click or 1-day view",5.96787,0.035148,12144,0,5525,70255,13484,2674,0.462472
2026-07-04,2026-07-04,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Lehenga post from Insta",inactive,6097,video_thruplay_watched_actions,0.0682516,"Using ad set budget",0,416.13,30109,29991,Ongoing,"7-day click or 1-day view",13.820784,0.068252,6097,0,4978,29852,8126,2291,0.580174
2026-07-04,2026-07-04,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-04,2026-07-04,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-04,2026-07-04,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-03,2026-07-03,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Engagement campaign Janviaika Reels",active,5608,video_thruplay_watched_actions,0.05232882,"Using ad set budget",0,293.46,35002,33393,Ongoing,"7-day click or 1-day view",8.384092,0.052329,5608,0,2563,34271,5254,921,0.431228
2026-07-03,2026-07-03,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Hot Campaign for Website Visitors",active,2,actions:offsite_conversion.fb_pixel_purchase,370.89,500,Daily,741.78,3204,2380,Ongoing,"7-day click, 1-day view or 1-day engaged view",231.516854,52.984286,14,1,15,69,23,14,7.563025
2026-07-03,2026-07-03,JanviAika_Shopping_Ad_Campaign,active,4,actions:offsite_conversion.fb_pixel_purchase,368.5525,"Using ad set budget",0,1474.21,10137,7996,Ongoing,"7-day click, 1-day view or 1-day engaged view",145.428628,7.678177,192,3,254,979,348,194,4.889945
2026-07-03,2026-07-03,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-03,2026-07-03,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Red Anarkali Engagement campaign",inactive,12164,video_thruplay_watched_actions,0.03358024,300,Daily,408.47,70780,69910,Ongoing,"7-day click or 1-day view",5.770981,0.03358,12164,0,5607,69330,13445,2793,0.443427
2026-07-03,2026-07-03,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Lehenga post from Insta",inactive,6695,video_thruplay_watched_actions,0.0604705,"Using ad set budget",0,404.85,31032,30106,Ongoing,"7-day click or 1-day view",13.04621,0.060471,6695,0,5406,30683,8950,2566,0.548064
2026-07-03,2026-07-03,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-03,2026-07-03,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-03,2026-07-03,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-02,2026-07-02,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Engagement campaign Janviaika Reels",active,5764,video_thruplay_watched_actions,0.0580569,"Using ad set budget",0,334.64,39832,37284,Ongoing,"7-day click or 1-day view",8.401285,0.058057,5764,0,2662,38948,5370,1058,0.38086
2026-07-02,2026-07-02,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Hot Campaign for Website Visitors",active,5,actions:offsite_conversion.fb_pixel_purchase,140.296,500,Daily,701.48,4313,2997,Ongoing,"7-day click, 1-day view or 1-day engaged view",162.643172,50.105714,14,3,18,70,31,14,7.707708
2026-07-02,2026-07-02,JanviAika_Shopping_Ad_Campaign,active,7,actions:offsite_conversion.fb_pixel_purchase,191.84142857,"Using ad set budget",0,1342.89,11123,8596,Ongoing,"7-day click, 1-day view or 1-day engaged view",120.730918,9.135306,147,1,180,629,273,147,4.688227
2026-07-02,2026-07-02,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-02,2026-07-02,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Red Anarkali Engagement campaign",inactive,12919,video_thruplay_watched_actions,0.0322943,300,Daily,417.21,70987,69532,Ongoing,"7-day click or 1-day view",5.877273,0.032294,12919,0,5884,69126,14268,3071,0.438647
2026-07-02,2026-07-02,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Lehenga post from Insta",inactive,6694,video_thruplay_watched_actions,0.06080819,"Using ad set budget",0,407.05,31709,29225,Ongoing,"7-day click or 1-day view",12.837049,0.060808,6694,0,5412,31327,8850,2512,0.615911
2026-07-02,2026-07-02,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-02,2026-07-02,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-02,2026-07-02,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-01,2026-07-01,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Engagement campaign Janviaika Reels",active,2629,video_thruplay_watched_actions,0.0626512,"Using ad set budget",0,164.71,18485,18485,Ongoing,"7-day click or 1-day view",8.910468,0.062651,2629,0,1256,18120,2393,511,0.313768
2026-07-01,2026-07-01,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Hot Campaign for Website Visitors",active,,,,500,Daily,264.91,1216,951,Ongoing,"7-day click, 1-day view or 1-day engaged view",217.853618,132.455,2,0,6,29,10,2,6.940063
2026-07-01,2026-07-01,JanviAika_Shopping_Ad_Campaign,active,3,actions:offsite_conversion.fb_pixel_purchase,187.36,"Using ad set budget",0,562.08,5008,4040,Ongoing,"7-day click, 1-day view or 1-day engaged view",112.236422,11.71,48,1,62,206,87,49,5.024752
2026-07-01,2026-07-01,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-01,2026-07-01,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Red Anarkali Engagement campaign",inactive,8182,video_thruplay_watched_actions,0.03128086,300,Daily,255.94,45216,45216,Ongoing,"7-day click or 1-day view",5.660386,0.031281,8182,0,3853,43839,8971,2087,0.460014
2026-07-01,2026-07-01,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Lehenga post from Insta",inactive,4574,video_thruplay_watched_actions,0.05804329,"Using ad set budget",0,265.49,20469,19943,Ongoing,"7-day click or 1-day view",12.970345,0.058043,4574,0,3675,20195,6072,1687,0.611743
2026-07-01,2026-07-01,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-07-01,2026-07-01,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-07-01,2026-07-01,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-30,2026-06-30,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Hot Campaign for Website Visitors",active,2,actions:offsite_conversion.fb_pixel_purchase,183.815,500,Daily,367.63,1686,1309,Ongoing,"7-day click, 1-day view or 1-day engaged view",218.048636,73.526,5,2,6,25,10,5,6.951872
2026-06-30,2026-06-30,JanviAika_Shopping_Ad_Campaign,active,2,actions:offsite_conversion.fb_pixel_purchase,442.92,"Using ad set budget",0,885.84,8100,6776,Ongoing,"7-day click, 1-day view or 1-day engaged view",109.362963,21.091429,42,2,61,206,88,43,4.456907
2026-06-30,2026-06-30,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Lehenga Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Red Anarkali Engagement campaign",inactive,5897,video_thruplay_watched_actions,0.03407495,300,Daily,200.94,32660,32002,Ongoing,"7-day click or 1-day view",6.15248,0.034075,5897,0,2603,32107,6525,1293,0.515593
2026-06-30,2026-06-30,"Post: ""Who said lehengas are only for brides? ✨ """,inactive,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Post: ""Made for summer days, yet wrapped in  elegance 🌿✨ """,completed,,,,300,Daily,0,0,0,2026-05-28,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Black Half Saree Dress Campaign",inactive,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Lehenga post from Insta",inactive,3049,video_thruplay_watched_actions,0.06688422,"Using ad set budget",0,203.93,15260,14999,Ongoing,"7-day click or 1-day view",13.363696,0.066884,3049,0,2465,15099,4030,1140,0.480032
2026-06-30,2026-06-30,"FB Janviaika Video Campaign_English",inactive,,,,300,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Chudidhaar Advantage+ Shopping Campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Advantage+ Shopping Campaign March",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-30,2026-06-30,"Model Engagement Video Campaign",inactive,,,,800,Daily,0,0,0,Ongoing,"Multiple attribution settings",0,,,0,,,,,0
2026-06-30,2026-06-30,"Launch Sales campaign",inactive,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-29,2026-06-29,"Retargeting Sales campaign",active,,,,500,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-29,2026-06-29,Anarkali-And-Half-saree-JanviAika_Shopping_Ad_Campaign,active,,,,2000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-29,2026-06-29,"Engagement campaign Janviaika Reels",active,,,,"Using ad set budget",0,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-29,2026-06-29,"JanviAika_Shopping_Ad_Campaign – Lehenga_And_Long_Gowns",active,,,,1000,Daily,0,0,0,Ongoing,"7-day click, 1-day view or 1-day engaged view",0,,,0,,,,,0
2026-06-29,2026-06-29,"Hot Campaign for Website Visitors",active,1,actions:offsite_conversion.fb_pixel_purchase,525.91,500,Daily,525.91,2591,1923,Ongoing,"7-day click, 1-day view or 1-day engaged view",202.975685,35.060667,15,1,18,59,22,15,7.436297
2026-06-29,2026-06-29,JanviAika_Shopping_Ad_Campaign,active,5,actions:offsite_conversion.fb_pixel_purchase,235.984,"Using ad set budget",0,1179.92,10074,7692,Ongoing,"7-day click, 1-day view or 1-day engaged view",117.125273,14.749,80,3,102,354,151,80,5.291212
2026-06-29,2026-06-29,"Anarkali Set Whatsapp campaign",inactive,,,,500,Daily,0,0,0,Ongoing,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-29,2026-06-29,"Trendy Green Bridal Couture Whatsapp campaign",archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
2026-06-29,2026-06-29,Dark-Pink-Lehenga-Whatsapp-campaign,archived,,,,500,Daily,0,0,0,2026-06-03,"7-day click or 1-day view",0,,,0,,,,,0
